series_id,series_name,all_names,trust,cik,ticker,all_tickers,first_year,last_year,leverage_parsed,leverage_note,reset,underlying,underlying_note,category,active_2026,has_ticker,n_obs,beta,r2,resid_sd,beta_first60,beta_last60,beta_roll_min,beta_roll_max,price_ticker,first_date,last_date,med_dollar_vol,lev_check
S000089268,KraneShares 2x Long BABA Daily ETF,KraneShares 2x Long BABA Daily ETF,Krane Shares Trust,1547576,KBAB,KBAB,2025,2026,2.0,number,daily,BABA,ticker token,single_stock,True,True,384.0,2.007879871402166,0.998093249067115,0.002436695912764809,2.018603401979486,2.0015389340611565,1.9808456485720958,2.0281540094062245,KBAB,2025-03-12,2026-09-23,95652.70042419434,ok
S000092939,Direxion Daily BABA Bull 2X ETF,Direxion Daily BABA Bull 2X Shares | Direxion Daily BABA Bull 2X ETF,Direxion Shares ETF Trust,1424958,BABU,BABU,2025,2026,2.0,number,daily,BABA,ticker token,single_stock,True,True,152.0,2.016334384429415,0.9971715753781342,0.0027584586045676235,2.0355494003348773,2.0115034560900633,1.996816241569958,2.0355494003348773,BABU,2026-02-12,2026-09-23,998471.5268135071,ok
S000093823,Leverage Shares 2X Long BBAI Daily ETF,Leverage Shares 2X Long BBAI Daily ETF,Themes ETF Trust,1976322,BAIG,BAIG,2025,2026,2.0,number,daily,BBAI,ticker token,single_stock,True,True,272.0,2.0055544410428987,0.9930258635158408,0.008653304731312414,1.9984842064470028,2.011417493557191,1.977489084386869,2.0403676708586502,BAIG,2025-08-21,2026-09-23,331615.4043197632,ok
S000093893,T-REX 2X LONG BBAI DAILY TARGET ETF,T-REX 2X LONG BBAI DAILY TARGET ETF,ETF Opportunities Trust,1771146,BBUP,BBUP,2025,2026,2.0,number,daily,BBAI,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000099416,Defiance Daily Target 2X Short BE ETF,Defiance Daily Target 2X Short BE ETF,Tidal Trust II,1924868,BES,BES,2026,2026,-2.0,number,daily,BE,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100831,Tradr 2X Short BE Daily ETF,Tradr 2X Short BE Daily ETF,Investment Managers Series Trust II,1587982,BEZ,BEZ,2026,2026,-2.0,number,daily,BE,ticker token,single_stock,True,True,153.0,-1.9986102732199995,0.998423821430876,0.005669896842834289,-1.9886364801354248,-2.012900651455311,-2.012900651455311,-1.9880733607250707,BEZ,2026-02-11,2026-09-23,18065893.433856964,ok
S000096127,Tradr 2X Long BE Daily ETF,Tradr 2X Long BE Daily ETF,Investment Managers Series Trust II,1587982,BEX,BEX,2026,2026,2.0,number,daily,BE,ticker token,single_stock,True,True,213.0,1.9870357087392638,0.9983638065247521,0.005635731919111935,1.985921540920954,2.0022211969457424,1.9621581716928802,2.0022211969457424,BEX,2025-11-13,2026-09-23,65351194.358730316,ok
S000100079,Defiance Daily Target 2X Long BE ETF,Defiance Daily Target 2X Long BE ETF,Tidal Trust II,1924868,LBE,LBE,2026,2026,2.0,number,daily,BE,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100584,Tradr 2X Long BETR Daily ETF,Tradr 2X Long BETR Daily ETF,Investment Managers Series Trust II,1587982,BETU,BETU,2026,2026,2.0,number,daily,BETR,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000089269,KraneShares 2x Long BIDU Daily ETF,KraneShares 2x Long BIDU Daily ETF,Krane Shares Trust,1547576,KBDU,KBDU,2025,2026,2.0,number,daily,BIDU,ticker token,single_stock,True,True,207.0,2.0059708797720637,0.9983814273175727,0.0024505378141556817,2.0077592626054765,1.988674213257341,1.975536564600597,2.0285723745248605,KBDU,2025-11-21,2026-09-23,16105.149936676025,ok
S000100082,Defiance Daily Target 2X Long BIIB ETF,Defiance Daily Target 2X Long BIIB ETF,Tidal Trust II,1924868,LBII,LBII,2026,2026,2.0,number,daily,BIIB,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000099417,Defiance Daily Target 2X Short BITF ETF,Defiance Daily Target 2X Short BITF ETF,Tidal Trust II,1924868,BTSS,BTSS,2026,2026,-2.0,number,daily,BITF,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100588,Tradr 2X Long BKKT Daily ETF,Tradr 2X Long BKKT Daily ETF,Investment Managers Series Trust II,1587982,BKKX,BKKX,2026,2026,2.0,number,daily,BKKT,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000093894,T-REX 2X LONG BKNG DAILY TARGET ETF,T-REX 2X LONG BKNG DAILY TARGET ETF,ETF Opportunities Trust,1771146,BKNU,BKNU,2025,2026,2.0,number,daily,BKNG,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000096129,Tradr 2X Long BLSH Daily ETF,Tradr 2X Long BLSH Daily ETF,Investment Managers Series Trust II,1587982,BLSX,BLSX,2026,2026,2.0,number,daily,BLSH,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000096298,Leverage Shares 2X Long BLSH Daily ETF,Leverage Shares 2X Long BLSH Daily ETF,Themes ETF Trust,1976322,BLSG,BLSG,2026,2026,2.0,number,daily,BLSH,ticker token,single_stock,True,True,226.0,1.999646338195968,0.99486625835537,0.00680679854076891,2.041224832615819,2.001476052180692,1.964128939746547,2.048041914438046,BLSG,2025-10-27,2026-09-23,223569.003200531,ok
S000096350,T-REX 2X LONG BLSH DAILY TARGET ETF,T-REX 2X LONG BLSH DAILY TARGET ETF,ETF Opportunities Trust,1771146,BLHU,BLHU,2026,2026,2.0,number,daily,BLSH,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000095473,T-REX 2X LONG BMNR DAILY TARGET ETF,T-REX 2X LONG BMNR DAILY TARGET ETF,ETF Opportunities Trust,1771146,BMNU,BMNU,2026,2026,2.0,number,daily,BMNR,ticker token,single_stock,True,True,247.0,1.9477283679829345,0.9960246559200121,0.006973618973882579,1.9429281543284487,1.947399472673486,1.9094069328672378,1.9819674263474905,BMNU,2025-09-26,2026-09-23,47833646.23994827,ok
S000096186,Leverage Shares 2X Long BMNR Daily ETF,Leverage Shares 2X Long BMNR Daily ETF,Themes ETF Trust,1976322,BMNG,BMNG,2026,2026,2.0,number,daily,BMNR,ticker token,single_stock,True,True,226.0,1.98765163541573,0.9980808464024461,0.004918341664024596,1.9963719243186107,1.9721744504173973,1.9642933315950406,2.0018800131167036,BMNG,2025-10-27,2026-09-23,9345158.574962616,ok
S000088064,Direxion Daily BRKB Bear 1X ETF,Direxion Daily&nbsp;BRKB Bear 1X Shares | Direxion Daily BRKB Bear 1X ETF,Direxion Shares ETF Trust,1424958,BRKD,BRKD,2025,2026,-1.0,number,daily,BRK-B,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000088063,Direxion Daily BRKB Bull 2X ETF,Direxion Daily BRKB Bull 2X Shares | Direxion Daily BRKB Bull 2X ETF,Direxion Shares ETF Trust,1424958,BRKU,BRKU,2025,2026,2.0,number,daily,BRK-B,ticker token,single_stock,True,True,444.0,1.9450154867713694,0.9890569590006939,0.0021779826649043262,1.9766510415899714,1.9596453660912836,1.8820306892935348,1.9878467431641038,BRKU,2024-12-11,2026-09-23,1784772.9598999023,ok
S000096440,T-REX 2X Long BTBT Daily Target ETF,T-REX 2X Long BTBT Daily Target ETF,ETF Opportunities Trust,1771146,BTOO,BTOO,2026,2026,2.0,number,daily,BTBT,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100924,Tradr 2X Long BTBT Daily ETF,Tradr 2X Long BTBT Daily ETF,Investment Managers Series Trust II,1587982,BTBX,BTBX,2026,2026,2.0,number,daily,BTBT,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100928,Tradr 2X Long BTDR Daily ETF,Tradr 2X Long BTDR Daily ETF,Investment Managers Series Trust II,1587982,BTDX,BTDX,2026,2026,2.0,number,daily,BTDR,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100083,Defiance Daily Target 2X Long BTQ ETF,Defiance Daily Target 2X Long BTQ ETF,Tidal Trust II,1924868,BTQL,BTQL,2026,2026,2.0,number,daily,BTQ,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000105240,Tradr 2X Short CBRS Daily ETF,Tradr 2X Short CBRS Daily ETF,Investment Managers Series Trust II,1587982,CBRZ,CBRZ,2026,2026,-2.0,number,daily,CBRS,ticker token,single_stock,True,True,79.0,-1.9960505242628064,0.9985679785656575,0.005803722258915785,-1.996948151588145,-1.9805772388687102,-1.9990891084234563,-1.9805772388687102,CBRZ,2026-05-29,2026-09-23,5693130.0265312195,ok
S000105239,Tradr 2X Long CBRS Daily ETF,Tradr 2X Long CBRS Daily ETF,Investment Managers Series Trust II,1587982,CBRX,CBRX,2026,2026,2.0,number,daily,CBRS,ticker token,single_stock,True,True,79.0,2.005698110433552,0.9981917153509738,0.006548309833682626,2.01155977848982,2.0028896961270535,2.0028896961270535,2.013660292947307,CBRX,2026-05-29,2026-09-23,3658605.9827804565,ok
S000100930,Tradr 2X Long CCJ Daily ETF,Tradr 2X Long CCJ Daily ETF,Investment Managers Series Trust II,1587982,CCJX,CCJX,2026,2026,2.0,number,daily,CCJ,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000088299,GraniteShares 2x Short CCL Daily ETF,GraniteShares 2x Short CCL Daily ETF,GraniteShares ETF Trust,1689873,CCLS,CCLS,2025,2026,-2.0,number,daily,CCL,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000088315,GraniteShares 2x Long CCL Daily ETF,GraniteShares 2x Long CCL Daily ETF,GraniteShares ETF Trust,1689873,CCLU,CCLU,2025,2026,2.0,number,daily,CCL,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100931,Tradr 2X Long CDE Daily ETF,Tradr 2X Long CDE Daily ETF,Investment Managers Series Trust II,1587982,CDEX,CDEX,2026,2026,2.0,number,daily,CDE,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000093733,Tradr 2X Long CEG Daily ETF,Tradr 2X Long CEG Daily ETF,Investment Managers Series Trust II,1587982,CEGX,CEGX,2025,2026,2.0,number,daily,CEG,ticker token,single_stock,True,True,301.0,1.990013955977647,0.9924360501681502,0.004955283910228406,2.0078723912972487,1.9867165231418282,1.9291122244173555,2.0337748772247544,CEGX,2025-07-11,2026-09-23,1057088.5029315948,ok
S000093895,T-REX 2X LONG CEG DAILY TARGET ETF,T-REX 2X LONG CEG DAILY TARGET ETF,ETF Opportunities Trust,1771146,CEGU,CEGU,2025,2026,2.0,number,daily,CEG,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000095065,Tradr 2X Long CELH Daily ETF,Tradr 2X Long CELH Daily ETF,Investment Managers Series Trust II,1587982,CELT,CELT,2026,2026,2.0,number,daily,CELH,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000096441,T-REX 2X Long CIFR Daily Target ETF,T-REX 2X Long CIFR Daily Target ETF,ETF Opportunities Trust,1771146,CIFU,CIFU,2026,2026,2.0,number,daily,CIFR,ticker token,single_stock,True,True,206.0,1.9869734857871866,0.9959741310291422,0.008876036027029318,1.982267880283835,1.9847972402061704,1.9680300409530935,2.006230565139951,CIFU,2025-11-21,2026-09-23,6372923.486185074,ok
S000100932,Tradr 2X Long CLF Daily ETF,Tradr 2X Long CLF Daily ETF,Investment Managers Series Trust II,1587982,CLFX,CLFX,2026,2026,2.0,number,daily,CLF,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000096130,Tradr 2X Long CLS Daily ETF,Tradr 2X Long CLS Daily ETF,Investment Managers Series Trust II,1587982,CSEX,CSEX,2026,2026,2.0,number,daily,CLS,ticker token,single_stock,True,True,213.0,2.00087618870526,0.9969313004828573,0.005510684147463993,2.006113759676209,1.9966436300425148,1.9850040568616598,2.018088161739212,CSEX,2025-11-13,2026-09-23,1575855.9811592102,ok
S000099418,Defiance Daily Target 2X Short CLSK ETF,Defiance Daily Target 2X Short CLSK ETF,Tidal Trust II,1924868,CLSS,CLSS,2026,2026,-2.0,number,daily,CLSK,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000100810,Tradr 2X Short CLSK Daily ETF,Tradr 2X Short CLSK Daily ETF,Investment Managers Series Trust II,1587982,CLSZ,CLSZ,2026,2026,-2.0,number,daily,CLSK,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000095066,Tradr 2X Long CLSK Daily ETF,Tradr 2X Long CLSK Daily ETF,Investment Managers Series Trust II,1587982,CLSX,CLSX,2026,2026,2.0,number,daily,CLSK,ticker token,single_stock,True,True,255.0,1.9958597743269615,0.9974352824211467,0.005991290103888683,2.0246019900193444,1.9806447004439023,1.9574261467654213,2.0385796821898983,CLSX,2025-09-16,2026-09-23,4477184.355401993,ok
S000100933,Tradr 2X Long COHR Daily ETF,Tradr 2X Long COHR Daily ETF,Investment Managers Series Trust II,1587982,COHX,COHX,2026,2026,2.0,number,daily,COHR,ticker token,single_stock,True,True,148.0,2.0184134408407948,0.9975272756524408,0.006067953042479943,2.0483574884814404,2.004599682007696,2.004599682007696,2.0540793911785524,COHX,2026-02-19,2026-09-23,19885418.910121918,ok
S000081138,GraniteShares 2x Short COIN Daily ETF,GraniteShares 1.5x Short COIN Daily ETF | GraniteShares 2x Short COIN Daily ETF,GraniteShares ETF Trust,1689873,CONI,CONS | CONI,2023,2026,-2.0,number,daily,COIN,ticker token,single_stock,True,True,513.0,-1.5895431626431786,0.9119766848609793,0.024605801567326207,-1.0006933184199156,-1.9955322371456146,-2.0174641358599987,-0.9970192800366462,CONI,2024-09-04,2026-09-23,6432790.681266785,MISMATCH+beta_varies
S000087486,T-REX 2X INVERSE COIN DAILY TARGET ETF,T-REX 2X INVERSE COIN DAILY TARGET ETF,ETF Opportunities Trust,1771146,COID,COID,2025,2026,-2.0,number,daily,COIN,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000087810,Proshares UltraShort COIN ETF,Proshares UltraShort COIN ETF,PROSHARES TRUST,1174610,COND,COND,2025,2025,-2.0,proshares ultra,daily,COIN,ticker token,single_stock,False,True,,,,,,,,,,,,,no_prices
S000076356,GraniteShares 2x Long COIN Daily ETF,GraniteShares 2x Long Coinbase Daily ETF | GraniteShares 1.5x Long COIN Daily ETF | GraniteShares 2x Long COIN Daily ETF,GraniteShares ETF Trust,1689873,CONL,CONL,2022,2026,2.0,number,daily,COIN,ticker token,single_stock,True,True,1032.0,1.7838873336765533,0.9815173708146513,0.012833819469063725,1.4879382529798646,1.9841067855011651,1.4864120392418765,1.9977564848269294,CONL,2022-08-10,2026-09-23,91616607.39233494,ok+beta_varies
S000086643,Leverage Shares 2X Long COIN Daily ETF,Leverage Shares 2X Long COIN Daily ETF,Themes ETF Trust,1976322,COIG,COIG,2025,2026,2.0,number,daily,COIN,ticker token,single_stock,True,True,381.0,1.993962875051366,0.9979605961513054,0.004135775981896824,2.030670230826243,1.9941322721193164,1.9406192553523942,2.031331312312587,COIG,2025-03-17,2026-09-23,744803.0366182327,ok
S000087811,ProShares Ultra COIN,ProShares Ultra COIN ETF | ProShares Ultra COIN,PROSHARES TRUST,1174610,COIA,COIA,2025,2026,2.0,proshares ultra,daily,COIN,ticker token,single_stock,True,True,259.0,2.0002723742401782,0.9982250964409147,0.0037231538821029717,1.9909795802952275,1.9963027237372184,1.9817915168527638,2.0242502019509563,COIA,2025-09-10,2026-09-23,472350.01072883606,ok
S000092873,Direxion Daily COIN Bull 2X ETF,Direxion Daily COIN Bull 2X Shares | Direxion Daily COIN Bull 2X ETF,Direxion Shares ETF Trust,1424958,CONX,CONX,2025,2026,2.0,number,daily,COIN,ticker token,single_stock,True,True,209.0,1.9961655920863546,0.999410243751411,0.0021839462748799343,1.994221864549005,1.9813856162715198,1.981041831055501,2.014976131608957,CONX,2025-11-19,2026-09-23,668499.9936342239,ok
S000099665,Tradr 3X Long COIN Daily ETF,Tradr 3X Long COIN Daily ETF,Investment Managers Series Trust II,1587982,COIF,COIF,2026,2026,3.0,number,daily,COIN,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000076101,AXS 2X COP Bear Daily ETF,AXS 2X COP Bear Daily ETF,Investment Managers Series Trust II,1587982,COPQ,COPQ,2022,2023,-2.0,number,daily,COP,ticker token,single_stock,False,True,,,,,,,,,,,,,no_prices
S000076102,AXS 2X COP Bull Daily ETF,AXS 2X COP Bull Daily ETF,Investment Managers Series Trust II,1587982,COPL,COPL,2022,2023,2.0,number,daily,COP,ticker token,single_stock,False,True,237.0,0.0012654252376434925,-0.013153413267052327,0.001980187680937149,0.0022266370013655093,-0.006812328223280248,-0.025666931951685457,0.03293488676746641,COPL,2025-06-02,2026-09-23,20493.749618530273,MISMATCH
S000095067,Tradr 2X Long CORZ Daily ETF,Tradr 2X Long CORZ Daily ETF,Investment Managers Series Trust II,1587982,COZX,COZX,2026,2026,2.0,number,daily,CORZ,ticker token,single_stock,True,True,219.0,2.0076762136419832,0.9952927924389189,0.006337543806624412,2.046263821163978,1.9832084748760834,1.9814222123467493,2.046263821163978,COZX,2025-11-05,2026-09-23,416224.00283813477,ok
S000093824,Leverage Shares 2X Long COST Daily ETF,Leverage Shares 2X Long COST Daily ETF,Themes ETF Trust,1976322,COTG,COTG,2025,2026,2.0,number,daily,COST,ticker token,single_stock,True,True,253.0,1.9944061503015789,0.970068894617713,0.004343956910444791,1.8923948002223712,2.011040846096749,1.8497729577967112,2.055897320656396,COTG,2025-09-18,2026-09-23,1017323.4258518219,ok
S000095464,T-REX 2X INVERSE CRCL DAILY TARGET ETF,T-REX 2X INVERSE CRCL DAILY TARGET ETF,ETF Opportunities Trust,1771146,CRCD,CRCD,2026,2026,-2.0,number,daily,CRCL,ticker token,single_stock,True,True,247.0,-2.002248585372299,0.9982015786117278,0.0052737437932511766,-2.0218361284291633,-1.9831266968681187,-2.035866504881658,-1.9831266968681187,CRCD,2025-09-26,2026-09-23,8781737.74702549,ok
S000081035,Leverage Shares 2X Long CRCL Daily ETF,Themes Wind Energy ETF | Leverage Shares 2X Long CRCL Daily ETF,Themes ETF Trust,1976322,CRCG,KAZE | CRCG,2023,2026,2.0,number,daily,CRCL,ticker token,single_stock,True,True,280.0,1.99245956015659,0.9988903019203859,0.003997329559530528,1.9657399571090064,1.9891848008310837,1.9657399571090064,2.00823561001315,CRCG,2025-08-11,2026-09-23,39332360.30936241,ok
S000087460,T-REX 2X LONG CRCL DAILY TARGET ETF,T-REX 2X LONG AI DAILY TARGET ETF | T-REX 2X LONG CRCL DAILY TARGET ETF,ETF Opportunities Trust,1771146,CCUP,AIU | CCUP,2025,2026,2.0,number,daily,CRCL,ticker token,single_stock,True,True,280.0,1.9834877111659248,0.9983022236599363,0.004963734617289735,1.9609490210763465,1.98209473579928,1.95971332460606,2.0009841971738163,CCUP,2025-08-11,2026-09-23,7011930.482273102,ok
S000094784,ProShares Ultra CRCL,ProShares Ultra CRCL,PROSHARES TRUST,1174610,CRCA,CRCA,2026,2026,2.0,proshares ultra,daily,CRCL,ticker token,single_stock,True,True,282.0,1.9883961841037516,0.9988057587674372,0.004083592180591083,1.9704065333712757,2.002162833742024,1.9644104928004582,2.0041644571601824,CRCA,2025-08-07,2026-09-23,17376853.49369049,ok
S000100811,Tradr 2X Short CRDO Daily ETF,Tradr 2X Short CRDO Daily ETF,Investment Managers Series Trust II,1587982,CRDZ,CRDZ,2026,2026,-2.0,number,daily,CRDO,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000095068,Tradr 2X Long CRDO Daily ETF,Tradr 2X Long CRDO Daily ETF,Investment Managers Series Trust II,1587982,CRDU,CRDU,2026,2026,2.0,number,daily,CRDO,ticker token,single_stock,True,True,255.0,1.994854494463465,0.9968062929833976,0.006769641153650361,1.9725406116750517,2.006418695968796,1.9720294297197474,2.0119768933592703,CRDU,2025-09-16,2026-09-23,22411544.68975067,ok
S000076103,AXS 1.5X CRM Bear Daily ETF,AXS 2X CRM Bear Daily ETF | AXS 1.5X CRM Bear Daily ETF,Investment Managers Series Trust II,1587982,CRMS,CRMS,2022,2023,-1.5,number,daily,CRM,ticker token,single_stock,False,True,,,,,,,,,,,,,no_prices
S000076104,AXS 1.5X CRM Bull Daily ETF,AXS 2X CRM Bull Daily ETF | AXS 1.5X CRM Bull Daily ETF,Investment Managers Series Trust II,1587982,CRML,CRML,2022,2023,1.5,number,daily,CRM,ticker token,single_stock,False,True,970.0,0.16889032963489115,0.0019862246411899154,0.08291641007650145,-0.0028464933610911334,-0.20975365886243644,-1.4687612796012832,1.8638755877623334,CRML,2022-02-07,2026-09-23,38725600.63562393,MISMATCH+beta_varies
S000091238,Leverage Shares 2X Long CRM Daily ETF,Leverage Shares 2X Long CRM Daily ETF,Themes ETF Trust,1976322,CRMG,CRMG,2025,2026,2.0,number,daily,CRM,ticker token,single_stock,True,True,367.0,1.98012425501986,0.9978159813525648,0.0024567813646517596,1.9809465307867278,1.9699814946236411,1.9678809475121293,2.0312133726046415,CRMG,2025-04-04,2026-09-23,18212324.197101593,ok
S000100590,Tradr 2X Long CRML Daily ETF,Tradr 2X Long CRML Daily ETF,Investment Managers Series Trust II,1587982,CRMX,CRMX,2026,2026,2.0,number,daily,CRML,ticker token,single_stock,True,True,172.0,1.9600788843481292,0.9978163201519246,0.007868477151121524,1.9403985860036934,1.9686606964859727,1.9403985860036934,1.9882292684200749,CRMX,2026-01-13,2026-09-23,797803.2177686691,ok
S000088300,GraniteShares 2x Short CRWD Daily ETF,GraniteShares 2x Short CRWD Daily ETF,GraniteShares ETF Trust,1689873,CRWQ,CRWQ,2025,2026,-2.0,number,daily,CRWD,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000088316,GraniteShares 2x Long CRWD Daily ETF,GraniteShares 2x Long CRWD Daily ETF,GraniteShares ETF Trust,1689873,CRWL,CRWL,2025,2026,2.0,number,daily,CRWD,ticker token,single_stock,True,True,464.0,1.9921508848341591,0.997343585839652,0.0033013162118272804,1.9836457112180377,1.9802161792423663,1.9268089841307767,2.077860266621426,CRWL,2024-11-12,2026-09-23,6890987.393768311,ok
S000095471,T-REX 2X INVERSE CRWV DAILY TARGET ETF,T-REX 2X INVERSE CRWV DAILY TARGET ETF,ETF Opportunities Trust,1771146,CORD,CORD,2026,2026,-2.0,number,daily,CRWV,ticker token,single_stock,True,True,247.0,-2.0029439995993457,0.9989179077365714,0.003980881191779342,-2.003608381496425,-1.9985420669814282,-2.0185074513795964,-1.9945112704947556,CORD,2025-09-26,2026-09-23,26932695.014178753,ok
S000099419,Defiance Daily Target 2X Short CRWV ETF,Defiance Daily Target 2X Short CRWV ETF,Tidal Trust II,1924868,SCRW,SCRW,2026,2026,-2.0,number,daily,CRWV,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000081029,Leverage Shares 2X Long CRWV Daily ETF,Themes Solar Energy ETF | Leverage Shares 2X Long CRWV Daily ETF,Themes ETF Trust,1976322,CRWG,SOLP | CRWG,2023,2026,2.0,number,daily,CRWV,ticker token,single_stock,True,True,280.0,1.9931297486616761,0.99945418523536,0.0027657134108902246,1.983708113772231,1.9820863393832369,1.9805595587491853,2.0078268748374195,CRWG,2025-08-11,2026-09-23,26016594.36864853,ok
S000087465,T-REX 2X Long CRWV Daily Target ETF,T-REX 2X LONG BA DAILY TARGET ETF | T-REX 2X Long CRWV Daily Target ETF,ETF Opportunities Trust,1771146,CRWU,BAU | CRWU,2025,2026,2.0,number,daily,CRWV,ticker token,single_stock,True,True,290.0,1.9916406112670613,0.999042360420413,0.0037554042568935693,1.9857427567041972,1.9909881736209165,1.9787581031523354,2.006461226790917,CRWU,2025-07-28,2026-09-23,17130300.83199501,ok
S000093735,Tradr 2X Long CRWV Daily ETF,Tradr 2X Long CRWV Daily ETF,Investment Managers Series Trust II,1587982,CWVX,CWVX,2025,2026,2.0,number,daily,CRWV,ticker token,single_stock,True,True,301.0,1.9900364626176805,0.9987488527854383,0.004299133719861403,1.9739837213050966,1.986722147936027,1.9739837213050966,2.002505721477257,CWVX,2025-07-11,2026-09-23,15699577.981376648,ok
S000099242,Tradr 3X Long CRWV Daily ETF,Tradr 3X Long CRWV Daily ETF,Investment Managers Series Trust II,1587982,CRW,CRW,2026,2026,3.0,number,daily,CRWV,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000090379,Direxion Daily CSCO Bear 1X ETF,Direxion Daily CSCO Bear 1X ETF,Direxion Shares ETF Trust,1424958,CSCS,CSCS,2025,2026,-1.0,number,daily,CSCO,ticker token,single_stock,True,True,303.0,-1.000887960101828,0.9926836789275924,0.0017345323565635957,-1.0324153128000224,-1.0021970213143934,-1.0324153128000224,-0.977163572056138,CSCS,2025-06-25,2026-09-21,69739.3491268158,ok
S000090378,Direxion Daily CSCO Bull 2X ETF,Direxion Daily CSCO Bull 2X ETF,Direxion Shares ETF Trust,1424958,CSCL,CSCL,2025,2026,2.0,number,daily,CSCO,ticker token,single_stock,True,True,312.0,1.9989399515603439,0.9969701012246308,0.002197923648379605,2.0272980917203927,2.0130362401409143,1.948263747107115,2.0354011849069615,CSCL,2025-06-25,2026-09-23,1110669.7443008423,ok
S000091049,Defiance Daily Target 2X Long CVNA ETF,Defiance Daily Target 2X Long CVNA ETF,Tidal Trust II,1924868,CVNX,CVNX,2025,2026,2.0,number,daily,CVNA,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000093896,T-REX 2X LONG CVNA DAILY TARGET ETF,T-REX 2X LONG CVNA DAILY TARGET ETF,ETF Opportunities Trust,1771146,CVNU,CVNU,2025,2026,2.0,number,daily,CVNA,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000096131,Tradr 2X Long DASH Daily ETF,Tradr 2X Long DASH Daily ETF,Investment Managers Series Trust II,1587982,DASX,DASX,2026,2026,2.0,number,daily,DASH,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000093736,Tradr 2X Long DDOG Daily ETF,Tradr 2X Long DDOG Daily ETF,Investment Managers Series Trust II,1587982,DOGD,DOGD,2025,2026,2.0,number,daily,DDOG,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000093873,T-REX 2X LONG DDOG DAILY TARGET ETF,T-REX 2X LONG DDOG DAILY TARGET ETF,ETF Opportunities Trust,1771146,DOGU,DOGU,2025,2026,2.0,number,daily,DDOG,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000088301,GraniteShares 2x Short DELL Daily ETF,GraniteShares 2x Short DELL Daily ETF,GraniteShares ETF Trust,1689873,DLLS,DLLS,2025,2026,-2.0,number,daily,DELL,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000088317,GraniteShares 2x Long DELL Daily ETF,GraniteShares 2x Long DELL Daily ETF,GraniteShares ETF Trust,1689873,DLLL,DLLL,2025,2026,2.0,number,daily,DELL,ticker token,single_stock,True,True,401.0,1.9909732680151315,0.997557430560768,0.004222407190039956,1.987088721805142,2.0121974861127105,1.9149567822507843,2.0331071086993595,DLLL,2025-02-14,2026-09-23,37775236.88735962,ok
S000095069,Tradr 2X Long DHI Daily ETF,Tradr 2X Long DHI Daily ETF,Investment Managers Series Trust II,1587982,DHIX,DHIX,2026,2026,2.0,number,daily,DHI,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
S000076357,GraniteShares 2x Long DIS Daily ETF,GraniteShares 2x Long Disney Daily ETF | GraniteShares 1.5x Long DIS Daily ETF | GraniteShares 2x Long DIS Daily ETF,GraniteShares ETF Trust,1689873,DISL,DISL,2022,2026,2.0,number,daily,DIS,ticker token,single_stock,True,True,,,,,,,,,,,,,no_prices
