date,net: half-spread + 2bps,net: half-spread + 5bps,net: full spread + 5bps (harsh),gross
2022,-0.02666188891643673,-0.03219449838452495,-0.03409365517615645,-0.020054118160704182
2023,-0.6049718265227059,-0.6459113246015346,-0.6597355189096351,-0.5523403285141005
2024,-0.7648153851921501,-0.8601918318567433,-0.8919978986254712,-0.6489050365918462
2025,0.044198708771405915,-0.15848577803274239,-0.2487151449971848,0.32985179227841527
2026,1.2323262706146736,0.9728724579425686,0.817520899295799,1.641787693236347
