quarter,beta,n,ticker,series_id,L_target
2025Q4,1.961519660691457,58,AFRU,S000093883,2.0
2026Q1,1.9309533815052238,57,AFRU,S000093883,2.0
2026Q2,2.0400050066980873,61,AFRU,S000093883,2.0
2026Q3,1.9634867450832665,55,AFRU,S000093883,2.0
2025Q3,2.023255401456376,34,LABX,S000091893,2.0
2025Q4,1.9897113022158017,61,LABX,S000091893,2.0
2026Q1,1.9915161089919184,56,LABX,S000091893,2.0
2026Q2,2.01608724409358,61,LABX,S000091893,2.0
2026Q3,2.010398815506632,56,LABX,S000091893,2.0
2026Q2,2.0399358442893827,38,AMA,S000089799,2.0
2026Q3,2.0060663358656727,55,AMA,S000089799,2.0
2024Q2,1.992068500414119,60,AMDL,S000076350,2.0
2024Q3,1.9951045399104612,59,AMDL,S000076350,2.0
2024Q4,1.993469233900854,56,AMDL,S000076350,2.0
2025Q1,2.011993471660305,56,AMDL,S000076350,2.0
2025Q2,2.000528471981428,57,AMDL,S000076350,2.0
2025Q3,2.00240397132313,58,AMDL,S000076350,2.0
2025Q4,1.9977972638894543,58,AMDL,S000076350,2.0
2026Q1,1.9870486342885068,58,AMDL,S000076350,2.0
2026Q2,1.997989664319702,60,AMDL,S000076350,2.0
2026Q3,2.031118658421498,55,AMDL,S000076350,2.0
2025Q1,1.9886093451212892,43,AMDG,S000086639,2.0
2025Q2,2.005378799149613,57,AMDG,S000086639,2.0
2025Q3,2.013530233145606,58,AMDG,S000086639,2.0
2025Q4,1.9959991125372616,58,AMDG,S000086639,2.0
2026Q1,2.0105464095327625,58,AMDG,S000086639,2.0
2026Q2,1.984846661931991,60,AMDG,S000086639,2.0
2026Q3,2.047603261203503,55,AMDG,S000086639,2.0
2025Q2,2.0137557205909995,56,AMUU,S000088048,2.0
2025Q3,2.0189109011594417,58,AMUU,S000088048,2.0
2025Q4,2.0022308303755505,58,AMUU,S000088048,2.0
2026Q1,2.002659780289707,58,AMUU,S000088048,2.0
2026Q2,1.9822655612402833,60,AMUU,S000088048,2.0
2026Q3,2.0304287848285316,55,AMUU,S000088048,2.0
2025Q1,-1.0094052228600154,24,AMDD,S000088058,-1.0
2025Q2,-1.0070540264357033,57,AMDD,S000088058,-1.0
2025Q3,-1.0034754434256399,58,AMDD,S000088058,-1.0
2025Q4,-0.9971448689252376,58,AMDD,S000088058,-1.0
2026Q1,-0.9996180186249604,58,AMDD,S000088058,-1.0
2026Q2,-1.0053680323291785,60,AMDD,S000088058,-1.0
2026Q3,-1.0257597590316239,55,AMDD,S000088058,-1.0
2025Q4,-1.9858634286340913,25,DAMD,S000096879,-2.0
2026Q1,-2.020570552709447,58,DAMD,S000096879,-2.0
2026Q2,-1.977811080225032,60,DAMD,S000096879,-2.0
2026Q3,-1.9866748523311701,55,DAMD,S000096879,-2.0
2026Q2,2.01334886056573,36,AMKL,S000100996,2.0
2026Q3,2.0100540741315895,55,AMKL,S000100996,2.0
2022Q3,1.473077627806648,17,AMZU,S000076237,2.0
2022Q4,1.4705972686390638,61,AMZU,S000076237,2.0
2023Q1,1.4906683817627437,55,AMZU,S000076237,2.0
2023Q2,1.4938820971312323,54,AMZU,S000076237,2.0
2023Q3,1.4982591366864888,51,AMZU,S000076237,2.0
2023Q4,1.48234139667882,57,AMZU,S000076237,2.0
2024Q1,1.4861039732890315,57,AMZU,S000076237,2.0
2024Q2,1.9624198502355148,52,AMZU,S000076237,2.0
2024Q3,1.9977434225251753,59,AMZU,S000076237,2.0
2024Q4,2.0027774602519917,60,AMZU,S000076237,2.0
2025Q1,1.9924828533433252,53,AMZU,S000076237,2.0
2025Q2,1.9728497472821065,59,AMZU,S000076237,2.0
2025Q3,1.9923384294263777,54,AMZU,S000076237,2.0
2025Q4,1.9943173511009384,57,AMZU,S000076237,2.0
2026Q1,1.9979994334238733,57,AMZU,S000076237,2.0
2026Q2,1.9969541793181826,59,AMZU,S000076237,2.0
2026Q3,1.9691865032846052,53,AMZU,S000076237,2.0
2024Q2,1.9629062993107547,52,AMZZ,S000076354,2.0
2024Q3,2.0258189687830237,59,AMZZ,S000076354,2.0
2024Q4,2.00580480240864,60,AMZZ,S000076354,2.0
2025Q1,1.989893918289399,53,AMZZ,S000076354,2.0
2025Q2,1.9831213933964236,59,AMZZ,S000076354,2.0
2025Q3,1.9952315180138267,54,AMZZ,S000076354,2.0
2025Q4,1.9914982821238274,57,AMZZ,S000076354,2.0
2026Q1,1.9572076659168969,57,AMZZ,S000076354,2.0
2026Q2,2.0010691155703793,59,AMZZ,S000076354,2.0
2026Q3,1.9837352592447435,53,AMZZ,S000076354,2.0
2022Q3,-0.9848203329277412,16,AMZD,S000076246,-1.0
2022Q4,-0.9965578130903119,61,AMZD,S000076246,-1.0
2023Q1,-0.9942505887795539,55,AMZD,S000076246,-1.0
2023Q2,-0.9955361428792492,54,AMZD,S000076246,-1.0
2023Q3,-0.9922166326048873,51,AMZD,S000076246,-1.0
2023Q4,-0.9985200964987494,57,AMZD,S000076246,-1.0
2024Q1,-0.9959497258083444,57,AMZD,S000076246,-1.0
2024Q2,-0.9864862377031316,52,AMZD,S000076246,-1.0
2024Q3,-0.9997810442112791,59,AMZD,S000076246,-1.0
2024Q4,-1.0017653414031273,60,AMZD,S000076246,-1.0
2025Q1,-0.9896024276006412,53,AMZD,S000076246,-1.0
2025Q2,-0.9921064084968052,59,AMZD,S000076246,-1.0
2025Q3,-0.9837609201483692,54,AMZD,S000076246,-1.0
2025Q4,-1.016774523464689,57,AMZD,S000076246,-1.0
2026Q1,-1.0067376248872248,57,AMZD,S000076246,-1.0
2026Q2,-1.0028633225549661,59,AMZD,S000076246,-1.0
2026Q3,-1.0005137919772764,53,AMZD,S000076246,-1.0
2026Q2,-1.9877035294272054,59,AMZO,S000100828,-2.0
2026Q3,-1.984904187131067,53,AMZO,S000100828,-2.0
2025Q3,2.009907719927982,18,ANEL,S000092416,2.0
2025Q4,2.0041902276547297,59,ANEL,S000092416,2.0
2026Q1,1.9803052212570893,59,ANEL,S000092416,2.0
2026Q2,2.0018120786859086,56,ANEL,S000092416,2.0
2026Q3,1.9913719819183724,53,ANEL,S000092416,2.0
2026Q1,2.0094151884713973,28,APHU,S000098202,2.0
2026Q2,1.9531253995552535,61,APHU,S000098202,2.0
2026Q3,2.0399924985093767,54,APHU,S000098202,2.0
2026Q3,1.9896641463568698,54,APHG,S000105565,2.0
2025Q3,2.001665791572974,15,APLX,S000095051,2.0
2025Q4,2.009991013326514,62,APLX,S000095051,2.0
2026Q1,1.982828193968559,59,APLX,S000095051,2.0
2026Q2,1.9769942293630984,59,APLX,S000095051,2.0
2026Q3,1.9874572495334542,55,APLX,S000095051,2.0
2026Q1,-1.985752280353778,45,APLZ,S000100830,-2.0
2026Q2,-1.9931610315227368,59,APLZ,S000100830,-2.0
2026Q3,-2.0156101471193746,55,APLZ,S000100830,-2.0
2025Q2,1.9517123213276684,42,APPX,S000091894,2.0
2025Q3,1.9576575290394844,60,APPX,S000091894,2.0
2025Q4,1.992863123125038,60,APPX,S000091894,2.0
2026Q1,2.003538798981854,60,APPX,S000091894,2.0
2026Q2,1.9865073097040273,60,APPX,S000091894,2.0
2026Q3,1.9853721147355794,55,APPX,S000091894,2.0
2025Q1,2.0065517961150174,50,ARMG,S000086640,2.0
2025Q2,1.9999097413955098,60,ARMG,S000086640,2.0
2025Q3,1.971503682818283,59,ARMG,S000086640,2.0
2025Q4,2.0028165357514913,64,ARMG,S000086640,2.0
2026Q1,1.9871810310933884,58,ARMG,S000086640,2.0
2026Q2,2.000810993787807,61,ARMG,S000086640,2.0
2026Q3,2.009585507337117,54,ARMG,S000086640,2.0
2025Q1,1.9879443544980602,46,ASMG,S000086641,2.0
2025Q2,1.9535724432819686,57,ASMG,S000086641,2.0
2025Q3,1.9813067018140824,59,ASMG,S000086641,2.0
2025Q4,2.007664377148357,61,ASMG,S000086641,2.0
2026Q1,2.002796232647545,60,ASMG,S000086641,2.0
2026Q2,1.9916143880726167,58,ASMG,S000086641,2.0
2026Q3,1.9958006726257267,52,ASMG,S000086641,2.0
2026Q1,1.991290494153898,32,ASMU,S000092925,2.0
2026Q2,1.9858714869020715,58,ASMU,S000092925,2.0
2026Q3,1.999773312127092,52,ASMU,S000092925,2.0
2025Q3,2.0035941214388786,54,ASTX,S000093731,2.0
2025Q4,1.986705407217879,61,ASTX,S000093731,2.0
2026Q1,1.9868931817069087,61,ASTX,S000093731,2.0
2026Q2,1.9890036678878704,62,ASTX,S000093731,2.0
2026Q3,1.9862910489231402,56,ASTX,S000093731,2.0
2026Q2,2.0028118410421776,26,ASTY,S000103136,2.0
2026Q3,1.9834555687692121,56,ASTY,S000103136,2.0
2026Q3,1.9739925205879503,56,ASTG,S000105566,2.0
2026Q1,-1.8689884452583259,36,ASTN,S000096890,-2.0
2026Q2,-2.0034429501244575,62,ASTN,S000096890,-2.0
2026Q3,-1.9937831835462372,56,ASTN,S000096890,-2.0
2025Q4,2.0288761663890837,41,AVXX,S000095543,2.0
2026Q1,1.9916243012858035,61,AVXX,S000095543,2.0
2026Q2,1.9515778325367887,57,AVXX,S000095543,2.0
2026Q3,1.9990309534321804,57,AVXX,S000095543,2.0
2024Q3,2.0166306928364923,25,AVGX,S000085139,2.0
2024Q4,1.9508213046515124,57,AVGX,S000085139,2.0
2025Q1,1.9666634128735976,56,AVGX,S000085139,2.0
2025Q2,1.9666514672204902,58,AVGX,S000085139,2.0
2025Q3,2.0137025758149765,57,AVGX,S000085139,2.0
2025Q4,2.0004445655751737,58,AVGX,S000085139,2.0
2026Q1,1.9899242759914317,54,AVGX,S000085139,2.0
2026Q2,1.9961130652070487,59,AVGX,S000085139,2.0
2026Q3,2.016663526212333,52,AVGX,S000085139,2.0
2024Q4,1.9928377848047396,50,AVL,S000088059,2.0
2025Q1,1.9526156776615153,56,AVL,S000088059,2.0
2025Q2,1.9941375368278047,58,AVL,S000088059,2.0
2025Q3,1.9966398084879564,57,AVL,S000088059,2.0
2025Q4,2.0040446014727156,58,AVL,S000088059,2.0
2026Q1,1.983130994798834,54,AVL,S000088059,2.0
2026Q2,1.9981960115908408,59,AVL,S000088059,2.0
2026Q3,1.9959204186495632,52,AVL,S000088059,2.0
2025Q3,1.9925599125333497,47,AVGU,S000088314,2.0
2025Q4,1.9894922485515367,58,AVGU,S000088314,2.0
2026Q1,1.9896361978685246,54,AVGU,S000088314,2.0
2026Q2,2.014366056800047,59,AVGU,S000088314,2.0
2026Q3,2.0085120301421324,52,AVGU,S000088314,2.0
2025Q2,2.0284609853469435,27,AVGG,S000091235,2.0
2025Q3,2.016251926891625,57,AVGG,S000091235,2.0
2025Q4,1.9979705612841232,58,AVGG,S000091235,2.0
2026Q1,1.9733500076868769,54,AVGG,S000091235,2.0
2026Q2,2.001773569979517,59,AVGG,S000091235,2.0
2026Q3,1.9958406144306147,52,AVGG,S000091235,2.0
2024Q4,-0.9662335288698912,36,AVS,S000088060,-1.0
2025Q1,-1.000586077255653,56,AVS,S000088060,-1.0
2025Q2,-0.9868551965484961,58,AVS,S000088060,-1.0
2025Q3,-1.0114450338568703,57,AVS,S000088060,-1.0
2025Q4,-1.0000990845624702,58,AVS,S000088060,-1.0
2026Q1,-1.002750893651949,54,AVS,S000088060,-1.0
2026Q2,-1.000045697494234,59,AVS,S000088060,-1.0
2026Q3,-1.0011793793005321,52,AVS,S000088060,-1.0
2026Q2,1.9938084824323392,45,AXTX,S000103182,2.0
2026Q3,1.9977501355569602,54,AXTX,S000103182,2.0
2026Q3,1.9877697552178268,54,AXTL,S000105568,2.0
2026Q3,-2.0247853571109315,22,AXTQ,S000106997,-2.0
2025Q3,1.9896048386193326,52,BOEG,S000086642,2.0
2025Q4,1.9995171607756335,55,BOEG,S000086642,2.0
2026Q1,1.9558062077451819,57,BOEG,S000086642,2.0
2026Q2,1.9913839234968882,59,BOEG,S000086642,2.0
2026Q3,1.993191456675604,52,BOEG,S000086642,2.0
2025Q2,1.989313722573312,42,BOEU,S000088061,2.0
2025Q3,1.963808079445244,52,BOEU,S000088061,2.0
2025Q4,2.0263708967748655,55,BOEU,S000088061,2.0
2026Q1,1.9664228163407915,57,BOEU,S000088061,2.0
2026Q2,1.9807928288840988,59,BOEU,S000088061,2.0
2026Q3,1.9736163185752078,52,BOEU,S000088061,2.0
2023Q1,1.751867092787879,54,BABX,S000076352,2.0
2023Q2,1.7818262998103733,56,BABX,S000076352,2.0
2023Q3,1.7341722923460798,59,BABX,S000076352,2.0
2023Q4,1.7690066834979759,56,BABX,S000076352,2.0
2024Q1,1.9558288800481587,53,BABX,S000076352,2.0
2024Q2,1.9954974758848767,58,BABX,S000076352,2.0
2024Q3,2.0079992284335395,61,BABX,S000076352,2.0
2024Q4,2.0027641933188285,63,BABX,S000076352,2.0
2025Q1,2.0183209911024105,55,BABX,S000076352,2.0
2025Q2,2.013846744956949,59,BABX,S000076352,2.0
2025Q3,1.996348725078743,59,BABX,S000076352,2.0
2025Q4,2.0004688063092213,59,BABX,S000076352,2.0
2026Q1,2.006139720134003,58,BABX,S000076352,2.0
2026Q2,2.0028920004017094,61,BABX,S000076352,2.0
2026Q3,2.004256228360576,49,BABX,S000076352,2.0
2025Q2,2.021369631471769,59,KBAB,S000089268,2.0
2025Q3,2.0032171478892193,59,KBAB,S000089268,2.0
2025Q4,2.0171136515988204,59,KBAB,S000089268,2.0
2026Q1,2.0116764203800614,58,KBAB,S000089268,2.0
2026Q2,1.986812853779006,61,KBAB,S000089268,2.0
2026Q3,1.9949441750923154,49,KBAB,S000089268,2.0
2026Q1,2.028094543028296,29,BABU,S000092939,2.0
2026Q2,2.0134399464884543,61,BABU,S000092939,2.0
2026Q3,2.004103894878705,49,BABU,S000092939,2.0
2025Q3,2.0058367231015723,27,BAIG,S000093823,2.0
2025Q4,2.0012601369366254,64,BAIG,S000093823,2.0
2026Q1,2.00514917809737,61,BAIG,S000093823,2.0
2026Q2,2.0101185716025527,61,BAIG,S000093823,2.0
2026Q3,2.0093474406294356,55,BAIG,S000093823,2.0
2025Q4,1.9956437049940468,32,BEX,S000096127,2.0
2026Q1,1.9653745316076625,61,BEX,S000096127,2.0
2026Q2,1.9871007206773976,61,BEX,S000096127,2.0
2026Q3,2.006535153889986,56,BEX,S000096127,2.0
2026Q1,-1.9730033373353386,33,BEZ,S000100831,-2.0
2026Q2,-1.9987245415842592,61,BEZ,S000100831,-2.0
2026Q3,-2.013530864988978,56,BEZ,S000100831,-2.0
2025Q4,2.011324525812165,25,KBDU,S000089269,2.0
2026Q1,2.0182331709698573,57,KBDU,S000089269,2.0
2026Q2,2.0009214423320896,57,KBDU,S000089269,2.0
2026Q3,1.9858626942838056,48,KBDU,S000089269,2.0
2025Q4,2.051789528371514,44,BLSG,S000096298,2.0
2026Q1,2.001029609100605,55,BLSG,S000096298,2.0
2026Q2,1.963834829710894,62,BLSG,S000096298,2.0
2026Q3,2.002693569565375,55,BLSG,S000096298,2.0
2025Q4,1.948902073530373,63,BMNU,S000095473,2.0
2026Q1,1.9543979346061395,59,BMNU,S000095473,2.0
2026Q2,1.9294191293668874,60,BMNU,S000095473,2.0
2026Q3,1.9547579818709147,55,BMNU,S000095473,2.0
2025Q4,1.9951260641946453,44,BMNG,S000096186,2.0
2026Q1,1.9868489573288577,59,BMNG,S000096186,2.0
2026Q2,1.987163013439699,60,BMNG,S000096186,2.0
2026Q3,1.975558899802409,55,BMNG,S000096186,2.0
2025Q1,1.9816965732075185,50,BRKU,S000088063,2.0
2025Q2,1.9527766210445816,51,BRKU,S000088063,2.0
2025Q3,1.9142082767839057,50,BRKU,S000088063,2.0
2025Q4,1.9052527720464392,55,BRKU,S000088063,2.0
2026Q1,1.9281139854997629,44,BRKU,S000088063,2.0
2026Q2,1.9234275603767215,51,BRKU,S000088063,2.0
2026Q3,1.969982835557335,45,BRKU,S000088063,2.0
2026Q2,1.9998071371138901,21,CBRX,S000105239,2.0
2026Q3,2.0097611072191497,56,CBRX,S000105239,2.0
2026Q2,-2.0198838788564664,21,CBRZ,S000105240,-2.0
2026Q3,-1.9813568157225128,56,CBRZ,S000105240,-2.0
2025Q3,2.0125839294436356,51,CEGX,S000093733,2.0
2025Q4,2.0210644508912154,61,CEGX,S000093733,2.0
2026Q1,1.9418665278012293,58,CEGX,S000093733,2.0
2026Q2,2.0115733693582674,59,CEGX,S000093733,2.0
2026Q3,1.986635266715254,52,CEGX,S000093733,2.0
2026Q3,1.9967439605720032,55,CIEX,S000105751,2.0
2025Q4,1.9867405826622655,26,CIFU,S000096441,2.0
2026Q1,1.985899325590128,60,CIFU,S000096441,2.0
2026Q2,1.9949402407071672,61,CIFU,S000096441,2.0
2026Q3,1.9846892290031353,56,CIFU,S000096441,2.0
2025Q4,2.0104317128445732,31,CSEX,S000096130,2.0
2026Q1,1.9869639258755112,58,CSEX,S000096130,2.0
2026Q2,2.0126419860027385,61,CSEX,S000096130,2.0
2026Q3,1.9960578096497699,55,CSEX,S000096130,2.0
2025Q4,2.0337661345558944,64,CLSX,S000095066,2.0
2026Q1,1.9607697960874855,59,CLSX,S000095066,2.0
2026Q2,2.0134916527198015,59,CLSX,S000095066,2.0
2026Q3,1.9810556090519722,57,CLSX,S000095066,2.0
2026Q1,2.0597792008754423,26,COHX,S000100933,2.0
2026Q2,2.013762587942157,59,COHX,S000100933,2.0
2026Q3,2.0055533559958154,56,COHX,S000100933,2.0
2026Q3,-1.9894917539024284,22,COHQ,S000106998,-2.0
2022Q3,1.4903822242887785,35,CONL,S000076356,2.0
2022Q4,1.49619616852245,60,CONL,S000076356,2.0
2023Q1,1.503233908944087,61,CONL,S000076356,2.0
2023Q2,1.4976290472415363,61,CONL,S000076356,2.0
2023Q3,1.4936189006607996,62,CONL,S000076356,2.0
2023Q4,1.4987180464216199,62,CONL,S000076356,2.0
2024Q1,1.901954754195095,60,CONL,S000076356,2.0
2024Q2,1.990945027377424,63,CONL,S000076356,2.0
2024Q3,1.989736493888546,59,CONL,S000076356,2.0
2024Q4,1.9912207054905402,63,CONL,S000076356,2.0
2025Q1,1.9802253776702337,58,CONL,S000076356,2.0
2025Q2,1.9860564130485365,59,CONL,S000076356,2.0
2025Q3,1.9855777477871879,59,CONL,S000076356,2.0
2025Q4,1.9825655998496168,61,CONL,S000076356,2.0
2026Q1,1.9845566377674322,59,CONL,S000076356,2.0
2026Q2,1.9885460181248824,60,CONL,S000076356,2.0
2026Q3,1.9873513798785019,55,CONL,S000076356,2.0
2025Q2,2.0302815210573932,59,COIG,S000086643,2.0
2025Q3,1.990334657417296,59,COIG,S000086643,2.0
2025Q4,1.9916174216164784,61,COIG,S000086643,2.0
2026Q1,1.9628952559241495,59,COIG,S000086643,2.0
2026Q2,1.9818845070025537,60,COIG,S000086643,2.0
2026Q3,1.9962640492560975,55,COIG,S000086643,2.0
2025Q4,1.9951376458099501,61,COIA,S000087811,2.0
2026Q1,2.007888029059734,59,COIA,S000087811,2.0
2026Q2,1.998447808569845,60,COIA,S000087811,2.0
2026Q3,1.9961164584902071,55,COIA,S000087811,2.0
2025Q4,1.9930930822356983,28,CONX,S000092873,2.0
2026Q1,2.0041713011056514,59,CONX,S000092873,2.0
2026Q2,2.001821572610305,60,CONX,S000092873,2.0
2026Q3,1.9830419309000986,55,CONX,S000092873,2.0
2024Q3,-0.9944945729772253,15,CONI,S000081138,-2.0
2024Q4,-1.0013302369192618,63,CONI,S000081138,-2.0
2025Q1,-1.0018162554685552,58,CONI,S000081138,-2.0
2025Q2,-1.719205478839679,59,CONI,S000081138,-2.0
2025Q3,-1.9789602320970532,59,CONI,S000081138,-2.0
2025Q4,-1.9925366753325604,61,CONI,S000081138,-2.0
2026Q1,-2.0120364192908937,59,CONI,S000081138,-2.0
2026Q2,-2.00443145251424,60,CONI,S000081138,-2.0
2026Q3,-1.9950004745893863,55,CONI,S000081138,-2.0
2025Q4,2.0747154164120127,37,COZX,S000095067,2.0
2026Q1,2.0204795644345723,61,COZX,S000095067,2.0
2026Q2,1.9883526689875874,59,COZX,S000095067,2.0
2026Q3,1.9802914927755197,53,COZX,S000095067,2.0
2025Q4,1.8533479970415088,49,COTG,S000093824,2.0
2026Q1,2.0605537253271935,54,COTG,S000093824,2.0
2026Q2,1.9948375061936428,55,COTG,S000093824,2.0
2026Q3,2.0096936250023387,49,COTG,S000093824,2.0
2025Q3,1.966402788157415,35,CRCG,S000081035,2.0
2025Q4,1.9838702076872594,58,CRCG,S000081035,2.0
2026Q1,2.0040605861194725,57,CRCG,S000081035,2.0
2026Q2,1.995518673510375,61,CRCG,S000081035,2.0
2026Q3,1.9913485398190143,54,CRCG,S000081035,2.0
2025Q3,1.9527256548535692,35,CCUP,S000087460,2.0
2025Q4,1.989566886738777,58,CCUP,S000087460,2.0
2026Q1,1.9896323009666224,57,CCUP,S000087460,2.0
2026Q2,1.9807090942631307,61,CCUP,S000087460,2.0
2026Q3,1.984702209113399,54,CCUP,S000087460,2.0
2025Q3,1.9684457630824208,37,CRCA,S000094784,2.0
2025Q4,1.9847434496835485,58,CRCA,S000094784,2.0
2026Q1,1.9827480696238582,56,CRCA,S000094784,2.0
2026Q2,1.9930523878300295,61,CRCA,S000094784,2.0
2026Q3,2.006836821899703,54,CRCA,S000094784,2.0
2025Q4,-2.0228011424418435,58,CRCD,S000095464,-2.0
2026Q1,-2.002522189193464,57,CRCD,S000095464,-2.0
2026Q2,-2.005460295281009,61,CRCD,S000095464,-2.0
2026Q3,-1.9721980267875985,54,CRCD,S000095464,-2.0
2025Q4,1.977049053909442,60,CRDU,S000095068,2.0
2026Q1,2.0046315082848962,58,CRDU,S000095068,2.0
2026Q2,1.990650703086605,60,CRDU,S000095068,2.0
2026Q3,2.0108172464677314,54,CRDU,S000095068,2.0
2025Q2,1.980355280538052,50,CRMG,S000091238,2.0
2025Q3,1.9973140322431497,56,CRMG,S000091238,2.0
2025Q4,1.974924186008244,57,CRMG,S000091238,2.0
2026Q1,1.984471833991763,58,CRMG,S000091238,2.0
2026Q2,1.986563645935202,60,CRMG,S000091238,2.0
2026Q3,1.97216842563096,54,CRMG,S000091238,2.0
2026Q1,1.9376050351214882,52,CRMX,S000100590,2.0
2026Q2,1.9772160999701887,61,CRMX,S000100590,2.0
2026Q3,1.9678636004764434,57,CRMX,S000100590,2.0
2024Q4,1.978603343042046,30,CRWL,S000088316,2.0
2025Q1,2.0030138204413857,57,CRWL,S000088316,2.0
2025Q2,1.989642250369087,61,CRWL,S000088316,2.0
