,ann_return_pct,ann_vol_pct,sharpe,max_drawdown_pct,pct_days_traded,avg_deployed_musd,total_pnl_musd,worst_day_pct,best_day_pct
gross,3.581168192547807,8.418345242650062,0.42540049015861814,-30.06589655805307,87.7840909090909,2.1718333465938993,0.7503400022481116,-3.114821919444813,3.8458061186938877
net: half-spread + 2bps,-0.572365124124881,8.386672496602273,-0.06824698643672633,-33.98292893747663,87.7840909090909,2.1718333465938993,-0.11992412124521332,-3.159690038975377,3.7999682733479485
net: half-spread + 5bps,-3.455029653089207,8.37222068275437,-0.41267780485123806,-39.01752031484758,87.7840909090909,2.1718333465938993,-0.7239109749329765,-3.189690038975377,3.7699682733479483
net: full spread + 5bps (harsh),-4.8539653833330965,8.364066004785515,-0.5803356143478414,-41.059353589748056,87.7840909090909,2.1718333465938993,-1.0170213184126484,-3.2077153090619435,3.7523371422597576
